Game,Flavor Text
black,"It faces strong opponents with great courage. But, when at a disadvantage in a fight, this intelligent Pokémon flees."
white,The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings.
black-2,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle."
white-2,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle."
x,The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings.
y,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle."
omega-ruby,The long hair around its face provides an amazing radar that lets it sense subtle changes in its surroundings.
alpha-sapphire,"Though it is a very brave Pokémon, it’s also smart enough to check its foe’s strength and avoid battle."
sun,"Because it doesn’t yelp, it’s extremely popular with Trainers who live in apartment buildings."
moon,"The long fur surrounding its face functions as radar, enabling it to probe the condition of its battle opponents."
ultra-sun,"This Pokémon has excellent judgment. If it decides it can’t defeat an opponent, it immediately turns tail and vamooses."
ultra-moon,"This Pokémon is popular with beginners because it’s intelligent, obedient to its Trainer’s commands, and easy to raise."
sword,This Pokémon is courageous but also cautious. It uses the soft fur covering its face to collect information about its surroundings.
shield,"This Pokémon is far brighter than the average child, and Lillipup won’t forget the love it receives or any abuse it suffers."
