Game,Flavor Text
black,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
white,"It loyally follows its Trainer’s orders. For ages, they have helped Trainers raise Pokémon."
black-2,"This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon."
white-2,"This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon."
x,"This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon."
y,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
omega-ruby,"This very loyal Pokémon helps Trainers, and it also takes care of other Pokémon."
alpha-sapphire,"It has black, cape-like fur that is very hard and decreases the amount of damage it receives."
sun,Its dense black fur grows continuously. The high cost of keeping its hard fur properly groomed makes this a troublesome Pokémon to train.
moon,"This Pokémon obeys its master’s orders faithfully. However, it refuses to listen to anything said by a person it doesn’t respect."
ultra-sun,"The longer its black fur grows, the harder and more impervious it gets. Claws and fangs can’t easily penetrate it."
ultra-moon,"It has been living with people for so long that portrayals of it can be found on the walls of caves from long, long ago."
sword,Herdier is a very smart and friendly Pokémon. So much so that there’s a theory that Herdier was the first Pokémon to partner with people.
shield,The black fur that covers this Pokémon’s body is dense and springy. Even sharp fangs bounce right off.
