Game,Flavor Text
gold,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
silver,The small spikes covering its body developed from scales. They in­ ject a toxin that causes fainting.
crystal,"When faced with a larger opponent, it swallows as much water as it can to match the opponent's size."
ruby,"QWILFISH sucks in water, inflating itself. This POKéMON uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging."
sapphire,"QWILFISH sucks in water, inflating itself. This POKéMON uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging."
emerald,A QWILFISH uses the pressure of water it swallows to shoot toxic quills all at once from all over its body. It finds swimming to be somewhat challenging.
firered,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
leafgreen,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of  water all at once."
diamond,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
pearl,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
platinum,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
heartgold,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
soulsilver,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
black,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
white,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
black-2,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
white-2,It shoots the poison spines on its body in all directions. Its round form makes it a poor swimmer.
x,"To fire its poison spikes, it must inflate its body by drinking over 2.6 gallons of water all at once."
y,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
omega-ruby,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging."
alpha-sapphire,"Qwilfish sucks in water, inflating itself. This Pokémon uses the pressure of the water it swallowed to shoot toxic quills all at once from all over its body. It finds swimming somewhat challenging."
sword,"When faced with a larger opponent, it swallows as much water as it can to match the opponent’s size."
shield,The small spikes covering its body developed from scales. They inject a toxin that causes fainting.
legends-arceus,"Fishers detest this troublesome Pokémon because it sprays poison from its spines, getting it everywhere. A different form of Qwilfish lives in other regions."
