Game,Flavor Text
red,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself from predators."
blue,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself from predators."
yellow,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
gold,"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
silver,"From this form, it will grow into an adult. As its body becomes soft­ er, the external shell hardens."
crystal,"Nearly incapable of movement, it leans against stout trees while waiting for its evolution."
ruby,"KAKUNA remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
sapphire,"KAKUNA remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
emerald,"It remains virtually immobile while it clings to a tree. However, on the inside, it busily prepares for evolution. This is evident from how hot its shell becomes."
firered,This POKéMON is in a temporary stage while making its body. It is almost completely unable to move on its own.
leafgreen,"Almost incapable of moving, this POKéMON can only harden its shell to protect itself when it is in danger."
diamond,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
pearl,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
platinum,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
heartgold,"Although it is a cocoon, it can move a little. It can extend its poison barb if it is attacked."
soulsilver,"From this form, it will grow into an adult. As its body becomes softer, the external shell hardens."
black,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
white,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
black-2,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
white-2,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
x,"Almost incapable of moving, this Pokémon can only harden its shell to protect itself when it is in danger."
y,"While awaiting evolution, it hides from predators under leaves and in nooks of branches."
omega-ruby,"Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
alpha-sapphire,"Kakuna remains virtually immobile as it clings to a tree. However, on the inside, it is extremely busy as it prepares for its coming evolution. This is evident from how hot the shell becomes to the touch."
lets-go-pikachu,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
lets-go-eevee,"Able to move only slightly. When endangered, it may stick out its stinger and poison its enemy."
