Game,Flavor Text
diamond,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
pearl,It rests its forelegs on others to communicate with rhythmic electric pulses from its claws.
platinum,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
heartgold,"By gathering their tails together, they collectively generate powerful electricity from their claws."
soulsilver,"By gathering their tails together, they collectively generate powerful electricity from their claws."
black,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
white,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
black-2,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
white-2,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
x,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
y,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
omega-ruby,Its claws loose electricity with enough amperage to cause fainting. They live in small groups.
alpha-sapphire,Strong electricity courses through the tips of its sharp claws. A light scratch causes fainting in foes.
sword,"By joining its tail with that of another Luxio, this Pokémon can receive some of the other Luxio’s electricity and power up its own electric blasts."
shield,"Upon encountering an opponent, this Pokémon prepares for battle by extending its claws, which can put out 1,000,000 volts of electricity."
legends-arceus,"Proudly uses its electrified claws as weapons. It seems to be a gracious Pokémon, evenly sharing the spoils of the hunt with others of its kind."
