Game,Flavor Text
red,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
blue,Stores thermal energy in its body. Swims at a steady 8 knots even in intensely cold waters.
yellow,"Its entire body is a snowy-white. Unharmed by even intense cold, it swims powerfully in icy waters."
gold,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
silver,It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly.
crystal,"It sleeps under shallow ocean waters during the day, then looks for food at night when it's cold."
ruby,DEWGONG loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
sapphire,DEWGONG loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
emerald,It loves to snooze on bitterly cold ice. The sight of this POKéMON sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
firered,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes."
leafgreen,It stores thermal energy in the body. It swims at a steady eight knots even in intensely cold waters.
diamond,"In snow, the pure white coat covering its body obscures it from predators."
pearl,"In snow, the pure white coat covering its body obscures it from predators."
platinum,"In snow, the pure white coat covering its body obscures it from predators."
heartgold,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
soulsilver,It loves frigid seas with ice floes. It uses its long tail to change swimming direction quickly.
black,"In snow, the pure white coat covering its body obscures it from predators."
white,"In snow, the pure white coat covering its body obscures it from predators."
black-2,"Its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots."
white-2,"Its streamlined body has low resistance, and it swims around cold oceans at a speed of eight knots."
x,"Its body is covered with a pure white fur. The colder the weather, the more active it becomes."
y,"Its streamlined body has little drag in water. The colder the temperature, the friskier it gets."
omega-ruby,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
alpha-sapphire,Dewgong loves to snooze on bitterly cold ice. The sight of this Pokémon sleeping on a glacier was mistakenly thought to be a mermaid by a mariner long ago.
ultra-sun,"It swims through the ocean at a speed of eight knots, searching for Pokémon that will become its prey. It’s especially fond of Wishiwashi."
ultra-moon,It sunbathes on the beach after meals. The rise in its body temperature helps its digestion.
lets-go-pikachu,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters."
lets-go-eevee,"Its entire body is a snowy white. Unharmed by even intense cold, it swims powerfully in icy waters."
