Game,Flavor Text
black,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
white,Interlocking two bodies and spinning around generates the energy they need to live.
black-2,Two bodies comprise a fixed pair. They spin around each other to generate energy.
white-2,Two bodies comprise a fixed pair. They spin around each other to generate energy.
x,Interlocking two bodies and spinning around generates the energy they need to live.
y,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
omega-ruby,Interlocking two bodies and spinning around generates the energy they need to live.
alpha-sapphire,The two minigears that mesh together are predetermined. Each will rebound from other minigears without meshing.
sword,The two minigears that compose this Pokémon are closer than twins. They mesh well only with each other.
shield,It’s suspected that Klink were the inspiration behind ancient people’s invention of the first gears.
