Game,Flavor Text
red,"Normally found near power plants, they can wander away and cause major blackouts in cities."
blue,"Normally found near power plants, they can wander away and cause major blackouts in cities."
yellow,"If a major power outage occurs, it is certain that this POKéMON has eaten electricity at a power plant."
gold,"Electricity runs across the surface of its body. In darkness, its en­ tire body glows a whitish-blue."
silver,Its body constant­ ly discharges electricity. Get­ ting close to it will make your hair stand on end.
crystal,"When two ELECTABUZZ touch, they control the electric currents to communicate their feelings."
ruby,"When a storm arrives, gangs of this POKéMON compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use ELECTABUZZ in place of lightning rods."
sapphire,"When a storm arrives, gangs of this POKéMON compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use ELECTABUZZ in place of lightning rods."
emerald,"When a storm approaches, it competes with others to scale heights that are likely to be stricken by lightning. Some towns use ELECTABUZZ in place of lightning rods."
firered,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
leafgreen,"Normally found near power plants, they can wander away and cause major blackouts in cities."
diamond,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
pearl,Half of all blackouts occur when this Pokémon appears at power plants and eats electricity.
platinum,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
heartgold,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish-blue."
soulsilver,Its body constantly discharges electricity. Getting close to it will make your hair stand on end.
black,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
white,It windmills its arms to slightly boost its punches. Foes have been known to escape in the meantime.
black-2,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
white-2,Research is progressing on storing lightning in Electabuzz so this energy can be used at any time.
x,"Electricity runs across the surface of its body. In darkness, its entire body glows a whitish blue."
y,It loves to feed on strong electricity. It occasionally appears around large power plants and so on.
omega-ruby,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
alpha-sapphire,"When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods."
sun,Half of all sudden blackouts are caused by Electabuzz gathering at electric power plants and gobbling up electricity.
moon,Electricity leaks from it in amounts far greater than the amount of electricity it eats.
ultra-sun,Electricity permeates its body. It swings its arms round and round to charge up electricity before unleashing a punch.
ultra-moon,"While it’s often blamed for power outages, the truth is the cause of outages is more often an error on the part of the electric company."
lets-go-pikachu,"If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant."
lets-go-eevee,"If a major power outage occurs, it is certain that this Pokémon has eaten electricity at a power plant."
sword,Many power plants keep Ground-type Pokémon around as a defense against Electabuzz that come seeking electricity.
shield,"With the coming of a storm, many of these Pokémon will gather under tall trees and sit there waiting for lightning to strike."
legends-arceus,"Feeds on electrical energy. During sudden showers beneath looming thunderclouds, one can observe Electabuzz scaling tall trees, where the Pokémon will then wait for lightning to strike."
