Game,Flavor Text
red,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.
blue,A brutal POKéMON with pressurized water jets on its shell. They are used for high speed tackles.
yellow,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
gold,It deliberately makes itself heavy so it can with­ stand the recoil of the water jets it fires.
silver,The rocket cannons on its shell fire jets of water capable of punch­ ing holes through thick steel.
crystal,It firmly plants its feet on the ground before shooting water from the jets on its back.
ruby,BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
sapphire,BLASTOISE has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
emerald,The waterspouts that protrude from its shell are highly accurate. Their bullets of water can precisely nail tin cans from a distance of over 160 feet.
firered,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
leafgreen,The pressurized water jets on this brutal POKéMON’s shell are used for high- speed tackles.
diamond,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
pearl,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
platinum,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
heartgold,It deliberately makes itself heavy so it can withstand the recoil of the water jets it fires.
soulsilver,The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
black,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
white,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
black-2,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
white-2,The jets of water it spouts from the rocket cannons on its shell can punch through thick steel.
x,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
y,The pressurized water jets on this brutal Pokémon’s shell are used for high-speed tackles.
omega-ruby,Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
alpha-sapphire,Blastoise has water spouts that protrude from its shell. The water spouts are very accurate. They can shoot bullets of water with enough accuracy to strike empty cans from a distance of over 160 feet.
lets-go-pikachu,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
lets-go-eevee,"Once it takes aim at its enemy, it blasts out water with even more force than a fire hose."
sword,"It crushes its foe under its heavy body to cause fainting. In a pinch, it will withdraw inside its shell."
shield,The rocket cannons on its shell fire jets of water capable of punching holes through thick steel.
