Game,Flavor Text
black,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
white,"A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales."
black-2,"Thought to be an embodiment of the sun, it appeared during a bitterly cold winter and saved Pokémon from freezing."
white-2,"Thought to be an embodiment of the sun, it appeared during a bitterly cold winter and saved Pokémon from freezing."
x,"A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales."
y,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
omega-ruby,"A sea of fire engulfs the surroundings of their battles, since they use their six wings to scatter their ember scales."
alpha-sapphire,"When volcanic ash darkened the atmosphere, it is said that Volcarona’s fire provided a replacement for the sun."
ultra-sun,"As it flies, it scatters its flaming scales. It was feared by ancient people, who referred to it as “the rage of the sun.”"
ultra-moon,"According to legends, it was hatched from a flaming cocoon to save people and Pokémon that were suffering from the cold."
sword,Volcarona scatters burning scales. Some say it does this to start fires. Others say it’s trying to rescue those that suffer in the cold.
shield,This Pokémon emerges from a cocoon formed of raging flames. Ancient murals depict Volcarona as a deity of fire.
