Game,Flavor Text
diamond,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
pearl,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
platinum,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around ten.
heartgold,It shrouds itself in sand to ward off germs. It travels easily through the sands of the desert.
soulsilver,It shrouds itself in sand to ward off germs. It travels easily through the sands of the desert.
black,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around ten.
white,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around ten.
black-2,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around 10.
white-2,It shuts its nostrils tight then travels through sand as if walking. They form colonies of around 10.
x,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
y,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
omega-ruby,"It lives in arid places. Instead of perspiration, it expels grainy sand from its body."
alpha-sapphire,It enshrouds itself with sand to protect itself from germs. It does not enjoy getting wet.
sword,"It moves through the sands with its mouth open, swallowing sand along with its prey. It gets rid of the sand by spouting it from its nose."
shield,This Pokémon is active during the day and passes the cold desert nights burrowed snugly into the sand.
legends-arceus,"Though large and languid, Hippopotas is difficult to detect due to its tendency to burrow into and lurk beneath the soil. When agitated or excited, it expels sand from its nostrils."
