Game,Flavor Text
gold,"As it majestically swims, it doesn't care if REMORAID attach to it for scavenging its leftovers."
silver,"Swimming freely in open seas, it may fly out of the water and over the waves if it builds up enough speed."
crystal,"It swims along freely, eating things that swim into its mouth. Its whole body is very coarse."
ruby,"On sunny days, schools of MANTINE can be seen elegantly leaping over the sea’s waves. This POKéMON is not bothered by the REMORAID that hitches rides."
sapphire,"On sunny days, schools of MANTINE can be seen elegantly leaping over the sea’s waves. This POKéMON is not bothered by the REMORAID that hitches rides."
emerald,"On sunny days, schools of MANTINE can be seen elegantly leaping over the waves. It is not bothered by the REMORAID that hitches rides."
firered,"Swimming freely in open seas, it may fly out of the water and over the waves if it builds up enough speed."
leafgreen,"As it majestically swims, it doesn’t care if REMORAID attach to it to scavenge for its leftovers."
diamond,"When the waves are calm, one may encounter a swarm of MANTINE swimming as if they are in flight."
pearl,"It swims elegantly, mindless of REMORAID hitching on to its broad fins. It has a docile nature."
platinum,"While elegantly swimming in the sea, it ignores REMORAID that cling to its fins seeking food scraps."
heartgold,"As it majestically swims, it doesn’t care if REMORAID attach to it for scavenging its leftovers."
soulsilver,"Swimming freely in open seas, it may fly out of the water and over the waves if it builds up enough speed."
black,"While elegantly swimming in the sea, it ignores Remoraid that cling to its fins seeking food scraps."
white,"While elegantly swimming in the sea, it ignores Remoraid that cling to its fins seeking food scraps."
black-2,"If it builds up enough speed swimming, it can fly over 300 feet out of the water from the surface of the ocean."
white-2,"If it builds up enough speed swimming, it can fly over 300 feet out of the water from the surface of the ocean."
x,"If it builds up enough speed swimming, it can fly over 300 feet out of the water from the surface of the ocean."
y,"While elegantly swimming in the sea, it ignores Remoraid that cling to its fins seeking food scraps."
omega-ruby,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides."
alpha-sapphire,"On sunny days, schools of Mantine can be seen elegantly leaping over the sea’s waves. This Pokémon is not bothered by the Remoraid that hitches rides."
ultra-sun,Postcards and posters featuring Mantine leaping elegantly above the waves are popular souvenirs of Alola.
ultra-moon,Many people have taken up surfing because they admire how magnificently Mantine swims.
sword,"If it builds up enough speed swimming, it can jump out above the waves and glide for over 300 feet."
shield,"As it majestically swims, it doesn’t care if Remoraid attach to it to scavenge for its leftovers."
legends-arceus,"This calm and gentle Pokémon swims gracefully through the sea. After building speed, it can leap out of the water. It is often misidentified as a bird Pokémon due to this behavior."
