Game,Flavor Text
red,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
blue,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
yellow,"A POKéMON that dates back many years. If it senses danger, it flies high and away, instantly."
gold,"It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey."
silver,"It cleverly uses its thin, long beak to pluck and eat small insects that hide under the ground."
crystal,"It uses its long beak to attack. It has a surprisingly long reach, so it must be treated with caution."
ruby,FEAROW is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.
sapphire,FEAROW is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.
emerald,Its long neck and elongated beak are ideal for catching prey in soil or water. It deftly moves this extended and skinny beak to pluck prey.
firered,Its huge and magnificent wings can keep it aloft in the sky. It can remain flying a whole day without landing.
leafgreen,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
diamond,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
pearl,It has the stamina to keep flying all day on its broad wings. It fights by using its sharp beak.
platinum,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
heartgold,"It shoots itself suddenly high into the sky, then plummets down in one fell swoop to strike its prey."
soulsilver,"It cleverly uses its thin, long beak to pluck and eat small insects that hide under the ground."
black,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
white,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
black-2,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
white-2,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
x,"With its huge and magnificent wings, it can keep aloft without ever having to land for rest."
y,It has the stamina to fly all day on its broad wings. It fights by using its sharp beak.
omega-ruby,Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.
alpha-sapphire,Fearow is recognized by its long neck and elongated beak. They are conveniently shaped for catching prey in soil or water. It deftly moves its long and skinny beak to pluck prey.
sun,It’s tough and has excellent stamina. It has no problem flying continuously for a whole day carrying a heavy load.
moon,Drawings of a Pokémon resembling Fearow can be seen in murals from deep in ancient history.
ultra-sun,Carrying food through Fearow’s territory is dangerous. It will snatch the food away from you in a flash!
ultra-moon,"In Alola, fish Pokémon are its prey. It can be seen circling above the ocean searching for food."
lets-go-pikachu,"A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly."
lets-go-eevee,"A Pokémon that dates back many years. If it senses danger, it flies high and away, instantly."
