Game,Flavor Text
gold,The aroma that rises from its petals contains a substance that calms aggressive feelings.
silver,MEGANIUM's breath has the power to revive dead grass and plants. It can make them healthy again.
crystal,"Anyone who stands beside it becomes refreshed, just as if they were relaxing in a sunny forest."
ruby,"The fragrance of MEGANIUM’s flower soothes and calms emotions. In battle, this POKéMON gives off more of its becalming scent to blunt the foe’s fighting spirit."
sapphire,"The fragrance of MEGANIUM’s flower soothes and calms emotions. In battle, this POKéMON gives off more of its becalming scent to blunt the foe’s fighting spirit."
emerald,"The fragrance of a MEGANIUM’s flower soothes and calms emotions. In battle, it gives off more of its becalming scent to blunt the foe’s fighting spirit."
firered,MEGANIUM’s breath has the power to revive dead grass and plants. It can make them healthy again.
leafgreen,The aroma that rises from its petals contains a substance that calms aggressive feelings.
diamond,Its breath has the fantastic ability to revive dead plants and flowers.
pearl,Its breath has the fantastic ability to revive dead plants and flowers.
platinum,Its breath has the fantastic ability to revive dead plants and flowers.
heartgold,The aroma that rises from its petals contains a substance that calms aggressive feelings.
soulsilver,MEGANIUM’s breath has the power to revive dead grass and plants. It can make them healthy again.
black,Its breath has the fantastic ability to revive dead plants and flowers.
white,Its breath has the fantastic ability to revive dead plants and flowers.
black-2,Its breath has the fantastic ability to revive dead plants and flowers.
white-2,Its breath has the fantastic ability to revive dead plants and flowers.
x,The aroma that rises from its petals contains a substance that calms aggressive feelings.
y,Meganium’s breath has the power to revive dead grass and plants. It can make them healthy again.
omega-ruby,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."
alpha-sapphire,"The fragrance of Meganium’s flower soothes and calms emotions. In battle, this Pokémon gives off more of its becalming scent to blunt the foe’s fighting spirit."
