Game,Flavor Text
diamond,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
pearl,Its body is lithe yet powerful. It can crest three mountains and cross two canyons in one night.
platinum,It has the peculiar power of being able to see emotions such as joy and rage in the form of waves.
heartgold,They communicate with one another using their auras. They are able to run all through the night.
soulsilver,They communicate with one another using their auras. They are able to run all through the night.
black,It has the peculiar power of being able to see emotions such as joy and rage in the form of waves.
white,It has the peculiar power of being able to see emotions such as joy and rage in the form of waves.
black-2,"It uses the shapes of auras, which change according to emotion, to communicate with others."
white-2,"It uses the shapes of auras, which change according to emotion, to communicate with others."
x,"It uses the shapes of auras, which change according to emotion, to communicate with others."
y,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
omega-ruby,"It uses the shapes of auras, which change according to emotion, to communicate with others."
alpha-sapphire,The aura that emanates from its body intensifies to alert others if it is afraid or sad.
sun,"It can discern the physical and emotional states of people, Pokémon, and other natural things from the shape of their aura waves."
moon,"It’s tough enough to run right through the night, and it’s also a hard worker, but it’s still just a youngster."
ultra-sun,It knows how people and Pokémon feel by looking at their auras. It doesn’t approach dangerous opponents.
ultra-moon,"It uses waves called auras to communicate with others of its kind. It doesn’t make any noise during this time, so its enemies can’t detect it."
sword,"It’s exceedingly energetic, with enough stamina to keep running all through the night. Taking it for walks can be a challenging experience."
shield,It can use waves called auras to gauge how others are feeling. These same waves can also tell this Pokémon about the state of the environment.
legends-arceus,"Though infantile in appearance, it has the mysterious ability to read the minds of humans. The pure of heart are met with Riolu's approval, while those of ill nature earn only its loathing."
