Game,Flavor Text
gold,"It is always bursting with en­ ergy. To make it­ self stronger, it keeps on fighting even if it loses."
silver,"Even though it is small, it can't be ignored because it will slug any handy target with­ out warning."
crystal,"To brush up on its fighting skills, it will challenge anyone. It has a very strong com­ petitive spirit."
ruby,"TYROGUE becomes stressed out if it does not get to train every day. When raising this POKéMON, the TRAINER must establish and uphold various training methods."
sapphire,"TYROGUE becomes stressed out if it does not get to train every day. When raising this POKéMON, the TRAINER must establish and uphold various training methods."
emerald,"TYROGUE become stressed out if they do not get to train every day. When raising this POKéMON, the TRAINER must establish a regular training schedule."
firered,"Even though it is small, it can’t be ignored because it will slug any handy target without warning."
leafgreen,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
diamond,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
pearl,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
platinum,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
heartgold,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
soulsilver,"Even though it is small, it can’t be ignored because it will slug any handy target without warning."
black,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
white,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
black-2,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
white-2,It is famous for its eagerness to fight and always nurses injuries from challenging larger foes.
x,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
y,"To brush up on its fighting skills, it will challenge anyone. It has a very strong competitive spirit."
omega-ruby,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
alpha-sapphire,"Tyrogue becomes stressed out if it does not get to train every day. When raising this Pokémon, the Trainer must establish and uphold various training methods."
sword,"It is always bursting with energy. To make itself stronger, it keeps on fighting even if it loses."
shield,"Even though it is small, it can’t be ignored because it will slug any handy target without warning."
