Game,Flavor Text
diamond,A friendly Pokémon that captures the subtle flows of seawater using its two antennae.
pearl,Scientists discovered that the distinctive patterns on its back differ by region.
platinum,People organize tours to see this Pokémon frolic and skim the tops of waves with REMORAID.
heartgold,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
soulsilver,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
black,People organize tours to see this Pokémon frolic and skim the tops of waves with Remoraid.
white,People organize tours to see this Pokémon frolic and skim the tops of waves with Remoraid.
black-2,The pattern on its back varies by region. It often swims in a school of Remoraid.
white-2,The pattern on its back varies by region. It often swims in a school of Remoraid.
x,The pattern on its back varies by region. It often swims in a school of Remoraid.
y,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
omega-ruby,The pattern on its back varies by region. It often swims in a school of Remoraid.
alpha-sapphire,"When it swims close to the surface of the ocean, people aboard ships are able to observe the pattern on its back."
ultra-sun,It’s highly friendly and easily tamed. Tours that take people swimming with Mantyke are a super-popular beach activity.
ultra-moon,Mantyke are friendly toward people and will approach boats closely. The patterns on their backs differ depending on their habitat.
sword,Mantyke living in Galar seem to be somewhat sluggish. The colder waters of the seas in this region may be the cause.
shield,"It swims along with a school of Remoraid, and they’ll all fight together to repel attackers."
legends-arceus,"Though ball-like in shape, this Pokémon is a proficient swimmer. I have discovered that if a Mantyke spends much time with schools of Remoraid, it will eventually achieve evolution."
