Game,Flavor Text
diamond,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
pearl,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
platinum,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees."
heartgold,"Its body is covered in fine scales that reduce drag, enabling it to fly at high speeds."
soulsilver,"Its body is covered in fine scales that reduce drag, enabling it to fly at high speeds."
black,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees."
white,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees."
black-2,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees."
white-2,"It is said that when one runs at high speed, its wings create blades of wind that can fell nearby trees."
x,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
y,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
omega-ruby,"When it folds up its body and extends its wings, it looks like a jet plane. It flies at sonic speed."
alpha-sapphire,It flies at speeds equal to a jet fighter plane. It never allows its prey to escape.
sun,It can fly at speeds rivaling jet planes. It dives into flocks of bird Pokémon and gulps the entire flock down whole.
moon,The protuberances on its head serve as sensors. It can even detect distant prey.
ultra-sun,"It flies at the speed of sound while searching for prey, and it has midair battles with Salamence as the two compete for food."
ultra-moon,Its fine scales don’t just reduce wind resistance—their sharp edges also cause injury to any opponent who attacks it.
sword,"Garchomp makes its home in volcanic mountains. It flies through the sky as fast as a jet airplane, hunting down as much prey as it can."
shield,Garchomp is fast both underground and above. It can bring down prey and return to its den before its body has chilled from being outside.
legends-arceus,Soars across the heavens at blinding speed—a magnificent sight! It has a feral disposition. Utmost caution is required if one meets a Garchomp out in the wilds.
