Game,Flavor Text
black,"This ominous Pokémon is feared. Through cities it wanders, searching for the spirits of the fallen."
white,It arrives near the moment of death and steals spirit from the body.
black-2,The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on.
white-2,The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on.
x,The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on.
y,It arrives near the moment of death and steals spirit from the body.
omega-ruby,The spirits it absorbs fuel its baleful fire. It hangs around hospitals waiting for people to pass on.
alpha-sapphire,It arrives near the moment of death and steals spirit from the body.
sword,"This Pokémon appears just before someone passes away, so it’s feared as an emissary of death."
shield,"It lurks in cities, pretending to be a lamp. Once it finds someone whose death is near, it will trail quietly after them."
