Game,Flavor Text
black,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
white,Incredible jaw strength enables them to chew up steel beams and rocks along with their prey.
black-2,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
white-2,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
x,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
y,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
omega-ruby,They can live both in the ocean and on land. A slap from one of them is enough to open a hole in the bottom of a tanker.
alpha-sapphire,"It could knock out a foe with a slap from one of its developed front appendages and chew it up, shell or bones and all."
sun,It constructed its sturdy shell by crunching and swallowing the hard shells or bones of its prey.
moon,"Active both on land and in the sea, this Pokémon drags its land-based prey into the water to finish it off."
ultra-sun,Its jaws are terrifyingly powerful. It could eat Omastar and Omanyte whole and not be bothered in the slightest by their shells.
ultra-moon,"Carracosta eats every last bit of the prey it catches, even the shells and bones, to further strengthen its sturdy shell."
sword,"Carracosta completely devours its prey—bones, shells, and all. Because of this, Carracosta’s own shell grows thick and sturdy."
shield,This Pokémon emerges from the water in search of prey despite the fact that it moves more slowly on land.
