Game,Flavor Text
ruby,WAILMER’s nostrils are located above its eyes. This playful POKéMON loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.
sapphire,"WAILMER can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this POKéMON can elevate the height of its bounces."
emerald,"While this POKéMON usually lives in the sea, it can survive on land, although not too long. It loses vitality if its body becomes dried out."
firered,"When it sucks in a large volume of seawater, it becomes like a big, bouncy ball. It eats a ton of food daily."
leafgreen,"When it sucks in a large volume of seawater, it becomes like a big, bouncy ball. It eats a ton of food daily."
diamond,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
pearl,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
platinum,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
heartgold,"It bounces playfully like a ball. The more seawater it swallows, the higher it bounces."
soulsilver,"It bounces playfully like a ball. The more seawater it swallows, the higher it bounces."
black,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
white,"On sunny days, it lands on beaches to bounce like a ball and play. It spouts water from its nose."
black-2,It eats one ton of food every day. It plays by shooting stored seawater out its blowholes with great force.
white-2,It eats one ton of food every day. It plays by shooting stored seawater out its blowholes with great force.
x,"It bounces playfully like a ball. The more seawater it swallows, the higher it bounces."
y,It eats one ton of food every day. It plays by shooting stored seawater out its blowholes with great force.
omega-ruby,Wailmer’s nostrils are located above its eyes. This playful Pokémon loves to startle people by forcefully snorting out seawater it stores inside its body out of its nostrils.
alpha-sapphire,"Wailmer can store water inside its body to transform itself into a ball for bouncing around on the ground. By filling itself up with more water, this Pokémon can elevate the height of its bounces."
sun,It loves to startle people. It fills itself up with seawater and plays by bouncing around like a ball.
moon,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.
ultra-sun,It swims along with its mouth open and swallows down seawater along with its food. It sprays excess water out of its nostrils.
ultra-moon,"Due to their memories of when they once lived on land, pods of them will, very rarely, wash up on shore."
sword,It shows off by spraying jets of seawater from the nostrils above its eyes. It eats a solid ton of Wishiwashi every day.
shield,"When it sucks in a large volume of seawater, it becomes like a big, bouncy ball. It eats a ton of food daily."
