Game,Flavor Text
diamond,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
pearl,Groups of this Pokémon migrating in search of water have been mistaken for “moving forests.”
platinum,Some Pokémon are born on a TORTERRA’s back and spend their entire life there.
heartgold,"Ancient people imagined that beneath the ground, a gigantic TORTERRA dwelled."
soulsilver,"Ancient people imagined that beneath the ground, a gigantic TORTERRA dwelled."
black,Some Pokémon are born on a Torterra’s back and spend their entire life there.
white,Some Pokémon are born on a Torterra’s back and spend their entire life there.
black-2,Some Pokémon are born on a Torterra’s back and spend their entire life there.
white-2,Some Pokémon are born on a Torterra’s back and spend their entire life there.
x,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled."
y,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
omega-ruby,"Ancient people imagined that beneath the ground, a gigantic Torterra dwelled."
alpha-sapphire,Small Pokémon occasionally gather on its unmoving back to begin building their nests.
legends-arceus,"This remarkable, large-bodied Pokémon would serve beautifully as borrowed scenery for a garden, and its strength is peerless. Torterra roams the wilderness in search of clean water."
