Game,Flavor Text
diamond,"It attracts prey with its sweet- smelling saliva, then chomps down. It takes a whole day to eat prey."
pearl,"Hanging from branches using its tentacles, it looks like a plant. It awaits prey, mouth wide open."
platinum,It binds itself to trees in marshes. It attracts prey with its sweet- smelling drool and gulps them down.
heartgold,It walks around on its tentacles in search of a tree branch where it can dangle down and ambush prey.
soulsilver,It walks around on its tentacles in search of a tree branch where it can dangle down and ambush prey.
black,It binds itself to trees in marshes. It attracts prey with its sweet- smelling drool and gulps them down.
white,It binds itself to trees in marshes. It attracts prey with its sweet- smelling drool and gulps them down.
black-2,"Using its tentacles to lash itself to trees, it lies in wait for prey, luring it close with sweet-smelling drool."
white-2,"Using its tentacles to lash itself to trees, it lies in wait for prey, luring it close with sweet-smelling drool."
x,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
y,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
omega-ruby,"It attracts prey with its sweet-smelling saliva, then chomps down. It takes a whole day to eat prey."
alpha-sapphire,It binds itself to trees in marshes. It attracts prey with its sweet-smelling drool and gulps them down.
legends-arceus,"Though this is a plant Pokémon, it has a gluttonous and unruly temperament. Carnivine attacks its prey with its cavernous maw wide open."
