Game,Flavor Text
black,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
white,They use the long fur on their arms as a whip to strike their opponents.
black-2,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
white-2,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
x,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
y,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
omega-ruby,It wields the fur on its arms like a whip. Its arm attacks come with such rapidity that they cannot even be seen.
alpha-sapphire,"Using the long fur on its arms like whips, it launches into combo attacks that, once started, no one can stop."
ultra-sun,It overwhelms its opponents with continuous attacks and then slowly stores up power before delivering the finishing blow.
ultra-moon,"When Mienshao lets out a bizarre wail, you’re in danger. A flurry of kicks and chops too fast to see is about to be unleashed!"
sword,"When Mienshao comes across a truly challenging opponent, it will lighten itself by biting off the fur on its arms."
shield,"Delivered at blinding speeds, kicks from this Pokémon can shatter massive boulders into tiny pieces."
