Game,Flavor Text
black,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
white,They propel themselves by expelling absorbed seawater from their bodies. Their favorite food is life energy.
black-2,Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor.
white-2,Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor.
x,Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor.
y,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
omega-ruby,Its body is mostly seawater. It’s said there’s a castle of ships Jellicent have sunk on the seafloor.
alpha-sapphire,"The fate of the ships and crew that wander into Jellicent’s habitat: all sunken, all lost, all vanished."
ultra-sun,"Jellicent is always hanging around fancy cruise ships and tankers, hoping to drag away its prey."
ultra-moon,Fishermen are terrified of Jellicent. It’s rumored to drag them into the sea and steal their lives away.
sword,Most of this Pokémon’s body composition is identical to sea water. It makes sunken ships its lair.
shield,"Whenever a full moon hangs in the night sky, schools of Jellicent gather near the surface of the sea, waiting for their prey to appear."
