Game,Flavor Text
ruby,"RAYQUAZA lived for hundreds of millions of years in the earth’s ozone layer,  never descending to the ground. This POKéMON appears to feed on water and particles in the atmosphere."
sapphire,"RAYQUAZA is said to have lived for hundreds of millions of years in the earth’s ozone layer, above the clouds. Its existence had been completely unknown because it lived so high in the sky."
emerald,A POKéMON that flies endlessly in the ozone layer. It is said it would descend to the ground if KYOGRE and GROUDON were to fight.
firered,It has lived for hundreds of millions of years in the ozone layer. Its flying form looks like a meteor.
leafgreen,It has lived for hundreds of millions of years in the ozone layer. Its flying form looks like a meteor.
diamond,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
pearl,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
platinum,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
heartgold,"It flies in the ozone layer, way up high in the sky. Until recently, no one had ever seen it."
soulsilver,"It flies in the ozone layer, way up high in the sky. Until recently, no one had ever seen it."
black,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
white,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
black-2,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
white-2,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
x,It lives in the ozone layer far above the clouds and cannot be seen from the ground.
y,"It flies in the ozone layer, way up high in the sky. Until recently, no one had ever seen it."
omega-ruby,Rayquaza is said to have lived for hundreds of millions of years. Legends remain of how it put to rest the clash between Kyogre and Groudon.
alpha-sapphire,"It flies forever through the ozone layer, consuming meteoroids for sustenance. The many meteoroids in its body provide the energy it needs to Mega Evolve."
