Game,Flavor Text
black,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
white,Each has the ability to fool a large group of people simultaneously. They protect their lair with illusory scenery.
black-2,Stories say those who tried to catch Zoroark were trapped in an illusion and punished.
white-2,Stories say those who tried to catch Zoroark were trapped in an illusion and punished.
x,Each has the ability to fool a large group of people simultaneously. They protect their lair with illusory scenery.
y,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
omega-ruby,Each has the ability to fool a large group of people simultaneously. They protect their lair with illusory scenery.
alpha-sapphire,Bonds between these Pokémon are very strong. It protects the safety of its pack by tricking its opponents.
ultra-sun,It doesn’t just transform itself—it also has the power to make hundreds of people see its illusions.
ultra-moon,"If it thinks humans are going to discover its den, Zoroark shows them visions that make them wander around in the woods."
sword,"This Pokémon cares deeply about others of its kind, and it will conjure terrifying illusions to keep its den and pack safe."
shield,"Seeking to ease the burden of their solitude, lonely Trainers tell Zoroark to show illusions to them."
legends-arceus,"With its disheveled white fur, it looks like an embodiment of death. Heedless of its own safety, Zoroark attacks its nemeses with a bitter energy so intense, it lacerates Zoroark's own body."
