Game,Flavor Text
soulsilver,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
ruby,SHIFTRY is a mysterious POKéMON that is said to live atop towering trees  dating back over a thousand years. It creates terrific windstorms with the fans it holds.
sapphire,SHIFTRY’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This POKéMON chooses to live quietly deep in forests.
emerald,"It is said to arrive on chilly, wintry winds. Feared from long ago as the guardian of forests, this POKéMON lives in a deep forest where people do not venture."
firered,A POKéMON that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.
leafgreen,A POKéMON that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.
diamond,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
pearl,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
platinum,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
heartgold,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
black,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
white,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
black-2,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
white-2,"By flapping its leafy fan, it can whip up gusts of 100 ft/second that can level houses."
x,A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.
y,"By flapping its leafy fan, it can whip up gusts of 100 feet per second that can level houses."
omega-ruby,Shiftry is a mysterious Pokémon that is said to live atop towering trees dating back over a thousand years. It creates terrific windstorms with the fans it holds.
alpha-sapphire,Shiftry’s large fans generate awesome gusts of wind at a speed close to 100 feet per second. The whipped-up wind blows anything away. This Pokémon chooses to live quietly deep in forests.
sword,A Pokémon that was feared as a forest guardian. It can read the foe’s mind and take preemptive action.
shield,It lives quietly in the deep forest. It is said to create chilly winter winds with the fans it holds.
