Game,Flavor Text
ruby,"SABLEYE lead quiet lives deep inside caverns. They are feared, however, because these POKéMON are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness."
sapphire,SABLEYE digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the POKéMON’s body surface.
emerald,It digs branching holes in caves using its sharp claws in search of food--raw gems. A SABLEYE lurks in darkness and is seen only rarely.
firered,"It feeds on gemstone crystals. In darkness, its eyes sparkle with the glitter of jewels."
leafgreen,"It feeds on gemstone crystals. In darkness, its eyes sparkle with the glitter of jewels."
diamond,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
pearl,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
platinum,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
heartgold,It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.
soulsilver,It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.
black,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
white,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
black-2,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
white-2,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
x,It hides in the darkness of caves. Its diet of gems has transformed its eyes into gemstones.
y,It dwells in the darkness of caves. It uses its sharp claws to dig up gems to nourish itself.
omega-ruby,"Sableye lead quiet lives deep inside caverns. They are feared, however, because these Pokémon are thought to steal the spirits of people when their eyes burn with a sinister glow in the darkness."
alpha-sapphire,Sableye digs the ground with sharpened claws to find rocks that it eats. Substances in the eaten rocks crystallize and rise up to the Pokémon’s body surface.
sun,"It’s a fiend for gemstones, so it stalks Carbink. Unfortunately, Gabite almost always grabs them first."
moon,"This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine, it’s believed that Sableye will steal people’s spirits away."
ultra-sun,It digs through the ground with its hard claws and crunches down gems with its thick pointy teeth. Carbink is its favorite food.
ultra-moon,Materials from gems it has eaten float to the surface of its body and can form an infinite number of patterns among individuals.
sword,"This Pokémon is feared. When its gemstone eyes begin to glow with a sinister shine, it’s believed that Sableye will steal people’s spirits away."
shield,"It feeds on gemstone crystals. In darkness, its eyes sparkle with the glitter of jewels."
