Game,Flavor Text
gold,"This carefree POKéMON has an easy-going nature. While swimming, it always bumps into boat hulls."
silver,"Due to its relaxed and carefree atti­ tude, it often bumps its head on boulders and boat hulls as it swims."
crystal,Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.
ruby,"QUAGSIRE hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the POKéMON does not move, it does not get very hungry."
sapphire,"QUAGSIRE hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the POKéMON does not move, it does not get very hungry."
emerald,"A QUAGSIRE hunts by leaving its mouth wide open in water and waiting for its prey to blunder in. Because it doesn’t move, it does not get very hungry."
firered,"Due to its relaxed and carefree attitude, it often bumps its head on boulders and boat hulls as it swims."
leafgreen,"This carefree POKéMON has an easygoing nature. While swimming, it always bumps into boat hulls."
diamond,"It has a sluggish nature. It lies at the river’s bottom, waiting for prey to stray into its mouth."
pearl,A dim-witted Pokémon. It doesn’t care if it bumps its head into boats or rocks while swimming.
platinum,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
heartgold,"This carefree Pokémon has an easy-going nature. While swimming, it always bumps into boat hulls."
soulsilver,"Due to its relaxed and carefree attitude, it often bumps its head on boulders and boat hulls as it swims."
black,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
white,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
black-2,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
white-2,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
x,"It has a sluggish nature. It lies at the river’s bottom, waiting for prey to stray into its mouth."
y,"This carefree Pokémon has an easygoing nature. While swimming, it always bumps into boat hulls."
omega-ruby,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry."
alpha-sapphire,"Quagsire hunts for food by leaving its mouth wide open in water and waiting for its prey to blunder in unaware. Because the Pokémon does not move, it does not get very hungry."
sword,It has an easygoing nature. It doesn’t care if it bumps its head on boats and boulders while swimming.
shield,Its body is always slimy. It often bangs its head on the river bottom as it swims but seems not to care.
