Game,Flavor Text
black,Their ribbonlike feelers increase their psychic power. They are always staring at something.
white,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
black-2,It stares intently at everything. It can become so obsessed with watching that it doesn’t notice attacks.
white-2,It stares intently at everything. It can become so obsessed with watching that it doesn’t notice attacks.
x,Their ribbonlike feelers increase their psychic power. They are always staring at something.
y,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
omega-ruby,Their ribbonlike feelers increase their psychic power. They are always staring at something.
alpha-sapphire,"They intently observe both Trainers and Pokémon. Apparently, they are looking at something that only Gothita can see."
sword,"Though they’re still only babies, there’s psychic power stored in their ribbonlike feelers, and sometimes they use that power to fight."
shield,"Even when nobody seems to be around, Gothita can still be heard making a muted cry. Many believe it’s speaking to something only it can see."
