Game,Flavor Text
ruby,CLAMPERL’s sturdy shell is not only good for protection - it is also used for clamping and catching prey. A fully grown CLAMPERL’s shell will be scored with nicks and scratches all over.
sapphire,"CLAMPERL grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this POKéMON is getting close to evolution."
emerald,A CLAMPERL slams its shell closed on prey to prevent escape. The pearl it creates upon evolution is said to be infused with a mysterious energy.
firered,"It is protected by a sturdy shell. Once in a lifetime, it makes a magnificent pearl."
leafgreen,"It is protected by a sturdy shell. Once in a lifetime, it makes a magnificent pearl."
diamond,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
pearl,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
platinum,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
heartgold,"When it evolves, it makes a mysterious pearl that amplifies psychic powers when it’s held."
soulsilver,"When it evolves, it makes a mysterious pearl that amplifies psychic powers when it’s held."
black,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
white,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
black-2,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
white-2,It makes a single pearl during its lifetime. The pearl is said to amplify psychic power.
x,"When it evolves, it makes a mysterious pearl that amplifies psychic powers when it’s held."
y,"It is protected by a sturdy shell. Once in a lifetime, it makes a magnificent pearl."
omega-ruby,Clamperl’s sturdy shell is not only good for protection—it is also used for clamping and catching prey. A fully grown Clamperl’s shell will be scored with nicks and scratches all over.
alpha-sapphire,"Clamperl grows while being protected by its rock-hard shell. When its body becomes too large to fit inside the shell, it is sure evidence that this Pokémon is getting close to evolution."
ultra-sun,"Despite its appearance, it’s carnivorous. It clamps down on its prey with both sides of its shell and doesn’t let go until they stop moving."
ultra-moon,Clamperl’s pearls are exceedingly precious. They can be more than 10 times as costly as Shellder’s pearls.
