Game,Flavor Text
diamond,"It lives on snowy mountains. Having had little contact with humans, it is boldly inquisitive."
pearl,"In the spring, it grows berries with the texture of frozen treats around its belly."
platinum,"Seemingly curious about people, they gather around footsteps they find on snowy mountains."
heartgold,"During cold seasons, it migrates to the mountain’s lower reaches. It returns to the snow-covered summit in the spring."
soulsilver,"During cold seasons, it migrates to the mountain’s lower reaches. It returns to the snow-covered summit in the spring."
black,"Seemingly curious about people, they gather around footsteps they find on snowy mountains."
white,"Seemingly curious about people, they gather around footsteps they find on snowy mountains."
black-2,"Seemingly curious about people, they gather around footsteps they find on snowy mountains."
white-2,"Seemingly curious about people, they gather around footsteps they find on snowy mountains."
x,"During cold seasons, it migrates to the mountain’s lower reaches. It returns to the snow-covered summit in the spring."
y,"In the spring, it grows berries with the texture of frozen treats around its belly."
omega-ruby,"During cold seasons, it migrates to the mountain’s lower reaches. It returns to the snow-covered summit in the spring."
alpha-sapphire,"In the spring, it grows berries with the texture of frozen treats around its belly."
sword,It lives on snowy mountains. It sinks its legs into the snow to absorb water and keep its own temperature down.
shield,The berries that grow around its belly are like ice pops. Galarian Darumaka absolutely love these berries.
legends-arceus,"One is likely to encounter this Pokémon while out in the snow. There are stories of Snover appearing in human settlements but doing no harm—rather, they bond with the children."
