Game,Flavor Text
black,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
white,This extremely wise Pokémon excels at rescuing people stranded at sea or in the mountains.
black-2,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
white-2,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
x,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
y,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
omega-ruby,It rescues people stranded by blizzards in the mountains. Its shaggy fur shields it from the cold.
alpha-sapphire,Being wrapped in its long fur is so comfortable that a person would be fine even overnight on a wintry mountain.
sun,"Intelligent, good-natured, and valiant, it’s a trustworthy partner on rescue teams."
moon,"With this wise Pokémon, there could be no concern that it would ever attack people. Some parents even trust it to babysit."
ultra-sun,"It pays no mind to the cold, thanks to its long warm coat. Stoutland in Alola look a little uncomfortable."
ultra-moon,"Its fur is long and thick. A long time ago in cold regions, every household kept a Stoutland."
sword,These Pokémon seem to enjoy living with humans. Even a Stoutland caught in the wild will warm up to people in about three days.
shield,Stoutland is immensely proud of its impressive moustache. It’s said that moustache length is what determines social standing among this species.
