Game,Flavor Text
black,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
white,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
black-2,"When it moves rhythmically, it makes a sound similar to maracas, making the surprised Pokémon flee."
white-2,"When it moves rhythmically, it makes a sound similar to maracas, making the surprised Pokémon flee."
x,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
y,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
omega-ruby,It uses an up-tempo song and dance to drive away the bird Pokémon that prey on its flower seeds.
alpha-sapphire,"Arid regions are their habitat. They move rhythmically, making a sound similar to maracas."
sword,"With noises that could be mistaken for the rattles of maracas, it creates an upbeat rhythm, startling bird Pokémon and making them fly off in a hurry."
shield,"Once each year, this Pokémon scatters its seeds. They’re jam-packed with nutrients, making them a precious food source out in the desert."
