Game,Flavor Text
gold,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun's rays.
silver,Its pleasantly aromatic leaves have the ability to check the hu­ midity and tem­ perature.
crystal,It loves to bask in the sunlight. It uses the leaf on its head to seek out warm places.
ruby,"In battle, CHIKORITA waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling POKéMON and creating a cozy, friendly atmosphere all around."
sapphire,"In battle, CHIKORITA waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling POKéMON and creating a cozy, friendly atmosphere all around."
emerald,"It waves its leaf around to keep foes at bay. However, a sweet fragrance also wafts from the leaf, creating a friendly atmosphere that becalms the battlers."
firered,Its pleasantly aromatic leaves have the ability to check the humidity and temperature.
leafgreen,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up the sun’s rays.
diamond,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
pearl,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
platinum,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
heartgold,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sunrays.
soulsilver,Its pleasantly aromatic leaf has the ability to check humidity and temperature.
black,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
white,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
black-2,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
white-2,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
x,A sweet aroma gently wafts from the leaf on its head. It is docile and loves to soak up sun rays.
y,It uses the leaf on its head to determine the temperature and humidity. It loves to sunbathe.
omega-ruby,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."
alpha-sapphire,"In battle, Chikorita waves its leaf around to keep the foe at bay. However, a sweet fragrance also wafts from the leaf, becalming the battling Pokémon and creating a cozy, friendly atmosphere all around."
