Game,Flavor Text
diamond,It whips up blizzards in mountains that are always buried in snow. It is the abominable snowman.
pearl,It blankets wide areas in snow by whipping up blizzards. It is also known as “The Ice Monster.”
platinum,"They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again."
heartgold,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
soulsilver,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
black,"They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again."
white,"They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again."
black-2,"They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again."
white-2,"They appear when the snow flowers bloom. When the petals fall, they retreat to places unknown again."
x,It blankets wide areas in snow by whipping up blizzards. It is also known as “The Ice Monster.”
y,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
omega-ruby,It blankets wide areas in snow by whipping up blizzards. It is also known as “The Ice Monster.”
alpha-sapphire,It lives a quiet life on mountains that are perpetually covered in snow. It hides itself by whipping up blizzards.
sword,"If it sees any packs of Darumaka going after Snover, it chases them off, swinging its sizable arms like hammers."
shield,This Pokémon is known to bring blizzards. A shake of its massive body is enough to cause whiteout conditions.
legends-arceus,"A powerful Pokémon that can split huge boulders with ease. Dislikes associating with others and chooses to live quietly deep within the mountains, playing with the snow."
