Game,Flavor Text
diamond,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
pearl,It sends signals to others by carving odd patterns in frost- covered trees and ice.
platinum,Evolution made it even more devious. It communicates by clawing signs in boulders.
heartgold,It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.
soulsilver,It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.
black,Evolution made it even more devious. It communicates by clawing signs in boulders.
white,Evolution made it even more devious. It communicates by clawing signs in boulders.
black-2,They communicate by clawing signs in boulders and work together to surround enemies.
white-2,They communicate by clawing signs in boulders and work together to surround enemies.
x,It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.
y,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
omega-ruby,It lives in snowy regions. It carves patterns in trees with its claws as a signal to others.
alpha-sapphire,"They live in cold regions, forming groups of four or five that hunt prey with impressive coordination."
sun,"They travel in groups of four or five, leaving signs for one another on trees and rocks. They bring down their prey with coordinated attacks."
moon,"They dwell in cold places. This Pokémon’s main food source in Alola is Vulpix and Sandshrew, which they carefully divide among their group."
ultra-sun,"One Weavile will trip a Sandshrew and flip it over, and then another Weavile will deal the finishing blow with its sharp claws."
ultra-moon,"Thanks to its increased intelligence, scrapping over food is a thing of the past. A scratch from its claws will give you a case of frostbite!"
sword,They attack their quarry in packs. Prey as large as Mamoswine easily fall to the teamwork of a group of Weavile.
shield,"With its claws, it leaves behind signs for its friends to find. The number of distinct signs is said to be over 500."
legends-arceus,"This species corners prey as a pack, under the guidance of a leader. Weavile displays increased cunning, leading me to speculate that its evolution caused further brain development."
