Game,Flavor Text
diamond,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
pearl,"It lives along shores in northern countries. A skilled swimmer, it dives for over 10 minutes to hunt."
platinum,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
heartgold,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
soulsilver,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
black,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
white,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
black-2,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
white-2,"A poor walker, it often falls down. However, its strong pride makes it puff up its chest without a care."
x,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
y,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
omega-ruby,It doesn’t like to be taken care of. It’s difficult to bond with since it won’t listen to its Trainer.
alpha-sapphire,"Because it is very proud, it hates accepting food from people. Its thick down guards it from cold."
legends-arceus,"Prefers cold climes and appears along coasts. It's an adorable little thing—as cute as any child—but it's also prideful, unwilling to accept handouts from people."
