Game,Flavor Text
black,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
white,"Riding whirlwinds, they appear. These Pokémon sneak through gaps into houses and cause all sorts of mischief."
black-2,"They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes."
white-2,"They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes."
x,"They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes."
y,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
omega-ruby,"They appear along with whirlwinds. They pull pranks, such as moving furniture and leaving balls of cotton in homes."
alpha-sapphire,"Like the wind, it can slip through any gap, no matter how small. It leaves balls of white fluff behind."
sun,"It rides on the wind and slips into people’s homes. After it has turned a room into a cotton- filled mess, it giggles to itself and takes off."
moon,"This Pokémon appears, riding upon the wind. But if the wind gusts up, it’ll blow the cotton on this Pokémon’s head clean off."
ultra-sun,"This nuisance sneaks into people’s homes, where it hides important things and scatters cotton all over the place."
ultra-moon,"Whimsicott doesn’t live in a fixed location. It floats around on whirling winds, appearing all over the place to perform its mischief."
sword,"It scatters cotton all over the place as a prank. If it gets wet, it’ll become too heavy to move and have no choice but to answer for its mischief."
shield,"As long as this Pokémon bathes in sunlight, its cotton keeps growing. If too much cotton fluff builds up, Whimsicott tears it off and scatters it."
