Game,Flavor Text
x,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
y,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.
omega-ruby,"Born from the temperatures and pressures deep underground, it fires beams from the stone in its head."
alpha-sapphire,It has slept underground for hundreds of millions of years since its birth. It’s occasionally found during the excavation of caves.
sun,"Born from the high temperatures and pressures deep underground, it defends itself by firing beams from the jewel part of its body."
moon,"Although this Pokémon is not especially rare, its glittering, jewel-draped body draws attention from people."
ultra-sun,"Some say that deep beneath the surface of the world, a pack of Carbink live with their queen in a kingdom of jewels."
ultra-moon,"To keep the jewels on their bodies free of tarnish, packs of Carbink use their soft manes to polish one another’s jewels."
sword,"When beset by attackers, Carbink wipes them all out by firing high-energy beams from the gems embedded in its body."
shield,"It’s said that somewhere in the world, there’s a mineral vein housing a large pack of slumbering Carbink. It’s also said that this pack has a queen."
