Game,Flavor Text
black,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
white,"It moves along below the sand’s surface, except for its nose and eyes. A dark membrane shields its eyes from the sun."
black-2,They live hidden under hot desert sands in order to keep their body temperature from dropping.
white-2,They live hidden under hot desert sands in order to keep their body temperature from dropping.
x,"It moves along below the sand’s surface, except for its nose and eyes. A dark membrane shields its eyes from the sun."
y,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
omega-ruby,"It moves along below the sand’s surface, except for its nose and eyes. A dark membrane shields its eyes from the sun."
alpha-sapphire,They live buried in the sands of the desert. The sun-warmed sands prevent their body temperature from dropping.
sun,It submerges itself in sand and moves as if swimming. This wise behavior keeps its enemies from finding it and maintains its temperature.
moon,It conceals itself in the sand and chomps down on the legs of any prey that unwarily walk over it. Its favorite food is Trapinch.
ultra-sun,"Alola, where it’s warm all year round, is a comfortable environment for this Pokémon. Sometimes you’ll even see it outside of deserts."
ultra-moon,"Sandile’s still not good at hunting, so it mostly eats things that have collapsed in the desert. It’s called “the cleaner of the desert.”"
sword,"The desert gets cold at night, so when the sun sets, this Pokémon burrows deep into the sand and sleeps until sunrise."
shield,"Sandile is small, but its legs and lower body are powerful. Pushing sand aside as it goes, Sandile moves through the desert as if it’s swimming."
