Game,Flavor Text
red,"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns."
blue,"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns."
yellow,"A mild-mannered POKéMON that does not like to fight. Beware, its small horns secrete venom."
gold,The poison hidden in its small horn is extremely po­ tent. Even a tiny scratch can have fatal results.
silver,"Although not very combative, it will torment its foes with poison spikes if it is threat­ ened in any way."
crystal,"Small and very docile, it pro­ tects itself with its small, poison­ ous horn when attacked."
ruby,"NIDORAN has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn."
sapphire,"NIDORAN has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied POKéMON. When enraged, it releases a horrible toxin from its horn."
emerald,"Its highly toxic barbs are thought to have developed as protection for this small- bodied POKéMON. When enraged, it releases a horrible toxin from its horn."
firered,"Though small, it must be treated with caution because of its powerfully toxic barbs. The female has smaller horns."
leafgreen,"Although small, its venomous barbs render this POKéMON dangerous. The female has smaller horns."
diamond,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
pearl,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
platinum,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
heartgold,The poison hidden in its small horn is extremely potent. Even a tiny scratch can have fatal results.
soulsilver,"Although not very combative, it will torment its foes with poison spikes if it is threatened in any way."
black,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
white,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
black-2,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
white-2,"While it does not prefer to fight, even one drop of the poison it secretes from barbs can be fatal."
x,"Although small, its venomous barbs render this Pokémon dangerous. The female has smaller horns."
y,"Small and very docile, it protects itself with its small, poisonous horn when attacked."
omega-ruby,"Nidoran♀ has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokémon. When enraged, it releases a horrible toxin from its horn."
alpha-sapphire,"Nidoran♀ has barbs that secrete a powerful poison. They are thought to have developed as protection for this small-bodied Pokémon. When enraged, it releases a horrible toxin from its horn."
lets-go-pikachu,A mild-mannered Pokémon that does not like to fight. Beware—its small horn secretes venom.
lets-go-eevee,A mild-mannered Pokémon that does not like to fight. Beware—its small horn secretes venom.
sword,"Females are more sensitive to smells than males. While foraging, they’ll use their whiskers to check wind direction and stay downwind of predators."
shield,It uses its hard incisor teeth to crush and eat berries. The tip of a female Nidoran’s horn is a bit more rounded than the tip of a male’s horn.
