Game,Flavor Text
alpha-sapphire,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
black,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
white,"Since their two heads do not get along and compete with each other for food, they always eat too much."
black-2,The two heads do not get along. Whichever head eats more than the other gets to be the leader.
white-2,The two heads do not get along. Whichever head eats more than the other gets to be the leader.
x,The two heads do not get along. Whichever head eats more than the other gets to be the leader.
y,"After it has eaten up all the food in its territory, it moves to another area. Its two heads do not get along."
omega-ruby,The two heads do not get along. Whichever head eats more than the other gets to be the leader.
sword,"While hunting for prey, Zweilous wanders its territory, its two heads often bickering over which way to go."
shield,Their two heads will fight each other over a single piece of food. Zweilous are covered in scars even without battling others.
