Game,Flavor Text
black-2,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
ruby,"REGIROCK was sealed away by people long ago. If this POKéMON’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself."
sapphire,"REGIROCK’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations."
emerald,"A POKéMON that is made entirely of rocks and boulders. If parts of its body chip off in battle, REGIROCK repairs itself by adding new rocks."
firered,It is entirely composed of rocks with no sign of a brain or heart. It is a mystery even to modern scientists.
leafgreen,It is entirely composed of rocks with no sign of a brain or heart. It is a mystery even to modern scientists.
diamond,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
pearl,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
platinum,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
heartgold,The same rocks that form its body have been found in ground layers around the world.
soulsilver,The same rocks that form its body have been found in ground layers around the world.
black,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
white,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
white-2,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
x,"Its entire body is made of rock. If any part chips off in battle, it attaches rocks to repair itself."
y,The same rocks that form its body have been found in ground layers around the world.
omega-ruby,"Regirock was sealed away by people long ago. If this Pokémon’s body is damaged in battle, it is said to seek out suitable rocks on its own to repair itself."
alpha-sapphire,"Regirock’s body is composed entirely of rocks. Recently, a study made the startling discovery that the rocks were all unearthed from different locations."
sword,"Every bit of Regirock’s body is made of stone. As parts of its body erode, this Pokémon sticks rocks to itself to repair what’s been lost."
shield,"Cutting-edge technology was used to study the internals of this Pokémon’s rock body, but nothing was found—not even a brain or a heart."
