Game,Flavor Text
black,"It emits sound waves of various frequencies from its nose, including some powerful enough to destroy rocks."
white,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
black-2,It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble.
white-2,It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble.
x,It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble.
y,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
omega-ruby,It shakes its tail vigorously when it emits ultrasonic waves strong enough to reduce concrete to rubble.
alpha-sapphire,Anyone who comes into contact with the ultrasonic waves emitted by a courting male experiences a positive mood shift.
sword,"Emitting powerful sound waves tires it out. Afterward, it won’t be able to fly for a little while."
shield,The auspicious shape of this Pokémon’s nose apparently led some regions to consider Swoobat a symbol of good luck.
