Game,Flavor Text
diamond,It can lull people to sleep and make them dream. It is active during nights of the new moon.
pearl,"Folklore has it that on moonless nights, this Pokémon will make people see horrific nightmares."
platinum,"To protect itself, it afflicts those around it with nightmares. However, it means no harm."
heartgold,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
soulsilver,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
black,"To protect itself, it afflicts those around it with nightmares. However, it means no harm."
white,"To protect itself, it afflicts those around it with nightmares. However, it means no harm."
black-2,"To protect itself, it afflicts those around it with nightmares. However, it means no harm."
white-2,"To protect itself, it afflicts those around it with nightmares. However, it means no harm."
x,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
y,It can lull people to sleep and make them dream. It is active during nights of the new moon.
omega-ruby,"It chases people and Pokémon from its territory by causing them to experience deep, nightmarish slumbers."
alpha-sapphire,It can lull people to sleep and make them dream. It is active during nights of the new moon.
legends-arceus,"On a moonless night, a strange incident occurred in which every one of a village's inhabitants suffered nightmares. The villagers attested that Darkrai appeared before them in these nightmares."
