Game,Flavor Text
ruby,AGGRON claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This POKéMON vigilantly patrols its territory at all times.
sapphire,"AGGRON is surprisingly protective of its environment. If its mountain is ravaged by a landslide or a fire, this POKéMON will haul topsoil to the area, plant trees, and beautifully restore its own territory."
emerald,Its iron horns grow longer a little at a time. They are used to determine the AGGRON’s age. The gouges in its armor are worn with pride as mementos from battles.
firered,It claims a large mountain as its sole territory. It mercilessly thrashes those that violate its space.
leafgreen,It claims a large mountain as its sole territory. It mercilessly thrashes those that violate its space.
diamond,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
pearl,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
platinum,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
heartgold,You can tell its age by the length of its iron horns. It claims an entire mountain as its territory.
soulsilver,You can tell its age by the length of its iron horns. It claims an entire mountain as its territory.
black,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
white,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
black-2,"It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly."
white-2,"It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly."
x,"It claims an entire mountain as its own. The more wounds it has, the more it has battled, so don’t take it lightly."
y,"While seeking iron for food, it digs tunnels by breaking through bedrock with its steel horns."
omega-ruby,Aggron claims an entire mountain as its own territory. It mercilessly beats up anything that violates its environment. This Pokémon vigilantly patrols its territory at all times.
alpha-sapphire,"Aggron is protective of its environment. If its mountain is ravaged by a landslide or a fire, this Pokémon will haul topsoil to the area, plant trees, and beautifully restore its own territory."
sword,Aggron has a horn sharp enough to perforate thick iron sheets. It brings down its opponents by ramming into them horn first.
shield,"Long ago, there was a king who wore a helmet meant to resemble the head of an Aggron. He was trying to channel the Pokémon’s strength."
