Game,Flavor Text
ruby,"Inside SHELGON’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This POKéMON’s shell is extremely heavy, making its movements sluggish."
sapphire,"Covering SHELGON’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this POKéMON hides away in a cavern."
emerald,It hardly eats while it awaits evolution. It becomes hardier by enduring hunger. Its shell peels off the instant it begins to evolve.
firered,"Its armored body makes all attacks bounce off. The armor is too tough, however, making it heavy and somewhat sluggish."
leafgreen,"Its armored body makes all attacks bounce off. The armor is too tough, however, making it heavy and somewhat sluggish."
diamond,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
pearl,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
platinum,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
heartgold,It surrounds its body in an iron-hard shell to accumulate enough power to evolve.
soulsilver,It surrounds its body in an iron-hard shell to accumulate enough power to evolve.
black,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
white,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
black-2,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
white-2,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
x,"Within its rugged shell, its cells have begun changing. The shell peels off the instant it evolves."
y,"Its armored body makes all attacks bounce off. The armor is too tough, however, making it heavy and somewhat sluggish."
omega-ruby,"Inside Shelgon’s armor-like shell, cells are in the midst of transformation to create an entirely new body. This Pokémon’s shell is extremely heavy, making its movements sluggish."
alpha-sapphire,"Covering Shelgon’s body are outgrowths much like bones. The shell is very hard and bounces off enemy attacks. When awaiting evolution, this Pokémon hides away in a cavern."
sun,"The cells within its shell transform with explosive speed, preparing it for evolution."
moon,"They lurk deep within caves—motionless, neither eating nor drinking. Why they don’t die is not known."
ultra-sun,The cells within its body are changing at a bewildering pace. Its hard shell is made from the same substance as bone.
ultra-moon,"Shelgon lives deep within caves. It stays shut up in its hard shell, dreaming of the day it will be able to fly."
sword,This Pokémon has covered its body in a hard shell that has the same composition as bone. Shelgon stores energy for evolution.
shield,"Shelgon ignores its hunger entirely, never eating any food. Apparently, Shelgon will evolve once all its energy stores are used up."
