Game,Flavor Text
black,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
white,These Pokémon arose from the spirits of people interred in graves in past ages. Each retains memories of its former life.
black-2,These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life.
white-2,These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life.
x,These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life.
y,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
omega-ruby,These Pokémon arose from the spirits of people interred in graves. Each retains memories of its former life.
alpha-sapphire,Each of them carries a mask that used to be its face when it was human. Sometimes they look at it and cry.
sword,"It wanders through ruins by night, carrying a mask that’s said to have been the face it had when it was still human."
shield,"The spirit of a person from a bygone age became this Pokémon. It rambles through ruins, searching for someone who knows its face."
