Game,Flavor Text
black,"This brutal Pokémon travels the skies on its six wings. Anything that moves seems like a foe to it, triggering its attack."
white,The heads on their arms do not have brains. They use all three heads to consume and destroy everything.
black-2,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
white-2,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
x,The heads on their arms do not have brains. They use all three heads to consume and destroy everything.
y,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
omega-ruby,The heads on their arms do not have brains. They use all three heads to consume and destroy everything.
alpha-sapphire,"It responds to movement by attacking. This scary, three-headed Pokémon devours everything in its path!"
sword,There are a slew of stories about villages that were destroyed by Hydreigon. It bites anything that moves.
shield,The three heads take turns sinking their teeth into the opponent. Their attacks won’t slow until their target goes down.
