Game,Flavor Text
black,Munna always float in the air. People whose dreams are eaten by them forget what the dreams had been about.
white,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
black-2,This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.
white-2,This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.
x,This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.
y,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
omega-ruby,This Pokémon appears before people and Pokémon who are having nightmares and eats those dreams.
alpha-sapphire,"It eats the dreams of people and Pokémon. When it eats a pleasant dream, it expels pink-colored mist."
sword,"Late at night, it appears beside people’s pillows. As it feeds on dreams, the patterns on its body give off a faint glow."
shield,"It eats dreams and releases mist. The mist is pink when it’s eating a good dream, and black when it’s eating a nightmare."
