Game,Flavor Text
red,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.
blue,A carnivorous POKéMON that traps and eats bugs. It uses its root feet to soak up needed moisture.
yellow,Prefers hot and humid places. It ensnares tiny insects with its vines and devours them.
gold,"Even though its body is extremely skinny, it is blindingly fast when catching its prey."
silver,It plants its feet deep underground to replenish wa­ ter. It can't es­ cape its enemy while it's rooted.
crystal,"If it notices anything that moves, it immediately flings its vine at the object."
ruby,"BELLSPROUT’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this POKéMON spits a corrosive fluid that melts even iron."
sapphire,"BELLSPROUT’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this POKéMON spits a corrosive fluid that melts even iron."
emerald,"A BELLSPROUT’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, it leaks a fluid that melts even iron."
firered,"Its bud looks like a human face. Because of the bud, it is rumored to be a type of legendary mandrake plant."
leafgreen,A carnivorous POKéMON that traps and eats bugs. It appears to use its root feet to replenish moisture.
diamond,It prefers hot and humid environments. It is quick at capturing prey with its vines.
pearl,It prefers hot and humid environments. It is quick at capturing prey with its vines.
platinum,It prefers hot and humid environments. It is quick at capturing prey with its vines.
heartgold,"Even though its body is extremely skinny, it is blindingly fast when catching its prey."
soulsilver,It plants its feet deep underground to replenish water. It can’t escape its enemy while it’s rooted.
black,It prefers hot and humid environments. It is quick at capturing prey with its vines.
white,It prefers hot and humid environments. It is quick at capturing prey with its vines.
black-2,It prefers hot and humid environments. It is quick at capturing prey with its vines.
white-2,It prefers hot and humid environments. It is quick at capturing prey with its vines.
x,"Even though its body is extremely skinny, it is blindingly fast when catching its prey."
y,"Its bud looks like a human face. Because of the bud, it is rumored to be a type of legendary mandrake plant."
omega-ruby,"Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron."
alpha-sapphire,"Bellsprout’s thin and flexible body lets it bend and sway to avoid any attack, however strong it may be. From its mouth, this Pokémon spits a corrosive fluid that melts even iron."
lets-go-pikachu,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.
lets-go-eevee,Prefers hot and humid places. It ensnares tiny bugs with its vines and devours them.
