Game,Flavor Text
black,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
white,"They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this."
black-2,It moves the caps on both arms and does a dance to lure prey. It prefers damp places.
white-2,It moves the caps on both arms and does a dance to lure prey. It prefers damp places.
x,"They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this."
y,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
omega-ruby,"They show off their Poké Ball caps to lure prey, but very few Pokémon are fooled by this."
alpha-sapphire,"It lures prey close by dancing and waving its arm caps, which resemble Poké Balls, in a swaying motion."
sword,"This Pokémon puffs poisonous spores at its foes. If the spores aren’t washed off quickly, they’ll grow into mushrooms wherever they land."
shield,Amoonguss generally doesn’t move much. It tends to stand still near Poké Balls that have been dropped on the ground.
