Game,Flavor Text
black,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
white,"Because their bodies are enveloped in a special liquid, they can survive in any environment."
black-2,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
white-2,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
x,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
y,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
omega-ruby,"Because their bodies are enveloped in a special liquid, they are fine in any environment, no matter how severe."
alpha-sapphire,They drive away attackers by unleashing psychic power. They can use telepathy to talk with others.
sword,"It communicates with others telepathically. Its body is encapsulated in liquid, but if it takes a heavy blow, the liquid will leak out."
shield,Many say that the special liquid covering this Pokémon’s body would allow it to survive in the vacuum of space.
