Game,Flavor Text
diamond,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
pearl,It lives in arid lands. It buries itself in sand and lies in wait for unsuspecting prey.
platinum,"As soon as the tail claws close, its needle tips secrete poison. It can survive a year without food."
heartgold,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
soulsilver,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
black,"As soon as the tail claws close, its needle tips secrete poison. It can survive a year without food."
white,"As soon as the tail claws close, its needle tips secrete poison. It can survive a year without food."
black-2,It lives in arid regions and can go without food for a year while waiting for prey.
white-2,It lives in arid regions and can go without food for a year while waiting for prey.
x,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
y,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
omega-ruby,It grips prey with its tail claws and injects poison. It tenaciously hangs on until the poison takes.
alpha-sapphire,It burrows under the sand to lie in wait for prey. Its tail claws can inject its prey with a savage poison.
sword,"After burrowing into the sand, it waits patiently for prey to come near. This Pokémon and Sizzlipede share common descent."
shield,"It attacks using the claws on its tail. Once locked in its grip, its prey is unable to move as this Pokémon’s poison seeps in."
legends-arceus,"Its claws are not only razor-sharp but poisonous, making Skorupi a highly dangerous Pokémon. It seems to be weakened by cold temperatures, however."
