Game,Flavor Text
black,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
white,"They have mastered elegant combos. As they concentrate, their battle moves become swifter and more precise."
black-2,"It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity."
white-2,"It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity."
x,"It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity."
y,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
omega-ruby,"It takes pride in the speed at which it can use moves. What it loses in power, it makes up for in quantity."
alpha-sapphire,"In fights, they dominate with onslaughts of flowing, continuous attacks. With their sharp claws, they cut enemies."
ultra-sun,"They can often be seen in packs in the morning, slowly moving their bodies through a series of poses."
ultra-moon,They seclude themselves in the mountains and devote themselves to training. The form of their kicks and chops differs from pack to pack.
sword,"In one minute, a well-trained Mienfoo can chop with its arms more than 100 times."
shield,"Though small, Mienfoo’s temperament is fierce. Any creature that approaches Mienfoo carelessly will be greeted with a flurry of graceful attacks."
