Game,Flavor Text
black,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
white,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
black-2,"When its opponent can’t be paralyzed, it contorts itself with unexpected speed and flops away."
white-2,"When its opponent can’t be paralyzed, it contorts itself with unexpected speed and flops away."
x,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
y,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
omega-ruby,"Its skin is very hard, so it is unhurt even if stepped on by sumo wrestlers. It smiles when transmitting electricity."
alpha-sapphire,"It conceals itself in the mud of the seashore. Then it waits. When prey touch it, it delivers a jolt of electricity."
sword,"Thanks to bacteria that lived in the mud flats with it, this Pokémon developed the organs it uses to generate electricity."
shield,"For some reason, this Pokémon smiles slightly when it emits a strong electric current from the yellow markings on its body."
