Game,Flavor Text
ruby,"SHUPPET is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this POKéMON will appear in a swarm and line up beneath the eaves of that person’s home."
sapphire,"SHUPPET grows by feeding on dark emotions, such as vengefulness and  envy, in the hearts of people. It roams through cities in search of grudges that taint people."
emerald,This POKéMON roams about deep in the night seeking such negative emotions as grudges and envy. It retreats to its nest when the sun begins to rise.
firered,It loves to feed on feelings like envy and malice. Its upright horn catches the emotions of people.
leafgreen,It loves to feed on feelings like envy and malice. Its upright horn catches the emotions of people.
diamond,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
pearl,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
platinum,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
heartgold,"It uses its horn to feed on envy and malice, or so it’s said. It’s very active at night."
soulsilver,"It uses its horn to feed on envy and malice, or so it’s said. It’s very active at night."
black,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
white,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
black-2,"It feeds on the dark emotions of sadness and hatred, which make it grow steadily stronger."
white-2,"It feeds on the dark emotions of sadness and hatred, which make it grow steadily stronger."
x,It uses its horn to feed on envy and malice-- or so it’s said. It’s very active at night.
y,It loves vengeful emotions and hangs in rows under the eaves of houses where vengeful people live.
omega-ruby,"Shuppet is attracted by feelings of jealousy and vindictiveness. If someone develops strong feelings of vengeance, this Pokémon will appear in a swarm and line up beneath the eaves of that person’s home."
alpha-sapphire,"Shuppet grows by feeding on dark emotions, such as vengefulness and envy, in the hearts of people. It roams through cities in search of grudges that taint people."
ultra-sun,"It eats up emotions like malice, jealousy, and resentment, so some people are grateful for its presence."
ultra-moon,"There’s a proverb that says, “Shun the house where Shuppet gather in the growing dusk.”"
