Game,Flavor Text
x,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
y,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body."
omega-ruby,"It can control trees at will. It will trap people who harm the forest, so they can never leave."
alpha-sapphire,"Using its roots as a nervous system, it controls the trees in the forest. It’s kind to the Pokémon that reside in its body."
sun,"This Pokémon is said to devour anyone daring to ravage the forest. To the creatures dwelling in the forest, it offers great kindness."
moon,"Through its roots, it exerts control over other trees. A deadly curse falls upon anyone cutting down trees in forests where Trevenant dwell."
ultra-sun,"It’s feared as a ghost of the forest. Lumberjacks bring along Fire types, which Trevenant hates, when they enter the forest."
ultra-moon,"This Pokémon controls trees via roots stretching from its feet, and it will attack anyone that dares to ravage the forest."
sword,"People fear it due to a belief that it devours any who try to cut down trees in its forest, but to the Pokémon it shares its woods with, it’s kind."
shield,Small roots that extend from the tips of this Pokémon’s feet can tie into the trees of the forest and give Trevenant control over them.
