Game,Flavor Text
black,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
white,It conceals itself from enemy eyes by creating many small ice particles and hiding among them.
black-2,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
white-2,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
x,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
y,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
omega-ruby,"They cool down the surrounding air and create ice particles, which they use to freeze their foes."
alpha-sapphire,"Snowy mountains are this Pokémon’s habitat. During an ancient ice age, they moved to southern areas."
sun,"Hot days cause its body to melt. It can be restored by refreezing it, but the process leaves its body slightly warped."
moon,"This Pokémon has existed since the Ice Age. It controls particles of ice, freezes its opponents, and then shatters them with a headbutt."
ultra-sun,It sprays its enemies with grains of ice to freeze them. Most Vanillish in Alola are smaller than average.
ultra-moon,This hearty Pokémon survived the Ice Age. It’s incredibly popular in very hot regions.
sword,"By drinking pure water, it grows its icy body. This Pokémon can be hard to find on days with warm, sunny weather."
shield,"It blasts enemies with cold air reaching −148 degrees Fahrenheit, freezing them solid. But it spares their lives afterward—it’s a kind Pokémon."
