Game,Flavor Text
black,It can dig through the ground at a speed of 30 mph. It could give a car running aboveground a good race.
white,It makes its way swiftly through the soil by putting both claws together and rotating at high speed.
black-2,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
white-2,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
x,It makes its way swiftly through the soil by putting both claws together and rotating at high speed.
y,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
omega-ruby,It makes its way swiftly through the soil by putting both claws together and rotating at high speed.
alpha-sapphire,"By spinning its body, it can dig straight through the ground at a speed of 30 mph."
sword,It brings its claws together and whirls around at high speed before rushing toward its prey.
shield,"It’s a digger, using its claws to burrow through the ground. It causes damage to vegetable crops, so many farmers have little love for it."
