Game,Flavor Text
black,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
white,"When they feel threatened, they spit an acidic liquid to drive attackers away. This Pokémon targets Shelmet."
black-2,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
white-2,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
x,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
y,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
omega-ruby,These mysterious Pokémon evolve when they receive electrical stimulation while they are in the same place as Shelmet.
alpha-sapphire,For some reason they evolve when they receive electrical energy while they are attacking Shelmet.
sword,Its strange physiology reacts to electrical energy in interesting ways. The presence of a Shelmet will cause this Pokémon to evolve.
shield,It spits a liquid from its mouth to melt through Shelmet’s shell. Karrablast doesn’t eat the shell— it eats only the contents.
