Game,Flavor Text
gold,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
silver,"It lives atop tall trees. When leap­ ing from branch to branch, it deftly uses its tail for balance."
crystal,It uses its tail to hang on to tree branches. It uses its momentum to swing from one branch to another.
ruby,"AIPOM’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the POKéMON uses its tail so much, its real hands have become rather clumsy."
sapphire,"AIPOM’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the POKéMON uses its tail so much, its real hands have become rather clumsy."
emerald,"Its tail ends with a dexterous, handlike appendage. However, because it uses the tail so much, AIPOM’s real hands have become rather clumsy."
firered,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance."
leafgreen,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
diamond,It uses its tail to pluck fruits that are out of reach. Its tail is more adept than its real hands.
pearl,It lives atop giant trees. It wraps its tail around a branch so it won’t fall off while asleep.
platinum,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
heartgold,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
soulsilver,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance."
black,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
white,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
black-2,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
white-2,It lives high among the treetops. It can use its tail as freely and cleverly as its hands.
x,"It lives atop tall trees. When leaping from branch to branch, it deftly uses its tail for balance."
y,Its tail is so powerful that it can use it to grab a tree branch and hold itself up in the air.
omega-ruby,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy."
alpha-sapphire,"Aipom’s tail ends in a hand-like appendage that can be cleverly manipulated. However, because the Pokémon uses its tail so much, its real hands have become rather clumsy."
ultra-sun,"As it did more and more with its tail, its hands became clumsy. It makes its nest high in the treetops."
ultra-moon,"It searches for prey from the tops of trees. When it spots its favorite food, Bounsweet, Aipom gets excited and pounces."
legends-arceus,This treetop dweller possesses a tail as dexterous as a hand. Ancient writings describe this Pokémon as a one-armed oddity.
